name,country,code
CarurÃº Airport,CO,CUO
Juan H White Airport,CO,CAQ
CoveÃ±as Airport,CO,CVE
Las Brujas Airport,CO,CZU
El Bagre Airport,CO,EBG
YariguÃ­es Airport,CO,EJA
Gustavo Artunduaga Paredes Airport,CO,FLA
FundaciÃ³n Airport,CO,FDA
La Gaviota Airport,CO,LGT
Santiago Vila Airport,CO,GIR
Santa Ana Airport,CO,CRC
Juan Casiano Airport,CO,GPI
Chaparral Airport,CO,CPL
Hato Corozal Airport,CO,HTZ
Perales Airport,CO,IBE
ChigorodÃ³ Airport,CO,IGO
San Luis Airport,CO,IPI
Sitkinak Airport,US,SKJ
Antonio Roldan Betancourt Airport,CO,APO
Caucaya Airport,CO,LQM
Jorge Isaac Airport,CO,MCJ
La Pedrera Airport,CO,LPD
Alfredo VÃ¡squez Cobo International Airport,CO,LET
Enrique Olaya Herrera Airport,CO,EOH
Miraflores Airport,CO,MFS
Baracoa Airport,CO,MGN
Montelibano Airport,CO,MTB
Los Garzones Airport,CO,MTR
Fabio Alberto Leon Bentley Airport,CO,MVP
La Nubia Airport,CO,MZL
Necocli Airport,CO,NCI
Reyes Murillo Airport,CO,NQU
Benito Salas Airport,CO,NVA
Aguas Claras Airport,CO,OCV
Orocue Airport,CO,ORC
Otu Airport,CO,OTU
German Olano Airport,CO,PCR
Obando Airport,CO,PDA
MatecaÃ±a International Airport,CO,PEI
Pitalito Airport,CO,PTX
Plato Airport,CO,PLT
Puerto Nare Airport,CO,NAR
Guillermo LeÃ³n Valencia Airport,CO,PPN
German Olano Air Base,CO,PAL
Puerto Berrio Airport,CO,PBE
Antonio Narino Airport,CO,PSO
El Embrujo Airport,CO,PVA
Paz De Ariporo Airport,CO,PZA
Mariquita Airport,CO,MQU
Jose Maria CÃ³rdova International Airport,CO,MDE
Almirante Padilla Airport,CO,RCH
Los Colonizadores Airport,CO,RVE
Jorge E. Gonzalez Torres Airport,CO,SJE
Santa Rosalia Airport,CO,SSL
SimÃ³n BolÃ­var International Airport,CO,SMR
Alberto Lleras Camargo Airport,CO,SOX
Gustavo Rojas Pinilla International Airport,CO,ADZ
San Marcos Airport,CO,SRS
Eduardo Falla Solano Airport,CO,SVI
TibÃº Airport,CO,TIB
Trinidad Airport,CO,TDA
Golfo de Morrosquillo Airport,CO,TLU
Gustavo Vargas Airport,CO,TME
Tres Esquinas Air Base,CO,TQS
Gonzalo MejÃ­a Airport,CO,TRB
Santiago Perez Airport,CO,AUC
El CaraÃ±o Airport,CO,UIB
Heriberto GÃ­l MartÃ­nez Airport,CO,ULQ
Urrao Airport,CO,URR
Villa GarzÃ³n Airport,CO,VGZ
VelÃ¡squez Airport,CO,PYA
Alfonso LÃ³pez Pumarejo Airport,CO,VUP
Vanguardia Airport,CO,VVC
Yaguara Airport,CO,AYG
El Yopal Airport,CO,EYP
Monteagudo Airport,BO,MHW
AlcantarÃ­ Airport,BO,SRE
Apolo Airport,BO,APB
AscenciÃ³n De Guarayos Airport,BO,ASC
Bermejo Airport,BO,BJO
Camiri Airport,BO,CAM
Jorge Wilsterman International Airport,BO,CBB
Chimore Airport,BO,CCA
CapitÃ¡n AnÃ­bal Arab Airport,BO,CIJ
ConcepciÃ³n Airport,BO,CEP
El Trompillo Airport,BO,SRZ
CapitÃ¡n de Av. Emilio BeltrÃ¡n Airport,BO,GYA
Huacaraje Airport,BO,BVK
Solomon Airport,AU,SLJ
San JosÃ© De Chiquitos Airport,BO,SJS
San JoaquÃ­n Airport,BO,SJB
San Javier Airport,BO,SJV
El Alto International Airport,BO,LPB
Magdalena Airport,BO,MGD
Juan Mendoza Airport,BO,ORU
Capitan Nicolas Rojas Airport,BO,POI
Puerto Rico Airport,BO,PUR
CapitÃ¡n Av. Salvador Ogaya G. airport,BO,PSZ
San RamÃ³n Airport,BO,SRD
RoborÃ© Airport,BO,RBO
CapitÃ¡n Av. Selin Zeitun Lopez Airport,BO,RIB
Reyes Airport,BO,REY
Santa Ana Del Yacuma Airport,BO,SBL
CapitÃ¡n Av. German Quiroga G. Airport,BO,SRJ
CapitÃ¡n Av. Juan Cochamanidis S. Airport,BO,SNG
San Ignacio de Moxos Airport,BO,SNM
Santa Rosa De Yacuma Airport,BO,SRB
San MatÃ­as Airport,BO,MQK
Capitan Oriel Lea Plaza Airport,BO,TJA
Teniente Av. Jorge Henrich Arauz Airport,BO,TDD
Uyuni Airport,BO,UYU
CapitÃ¡n Av. Vidal Villagomez Toledo Airport,BO,VAH
Teniente Coronel Rafael PabÃ³n Airport,BO,VLM
Viru Viru International Airport,BO,VVI
Yacuiba Airport,BO,BYC
Albina Airport,SR,ABN
Totness Airport,SR,TOT
Drietabbetje Airport,SR,DRJ
Sapmanga Airport,PG,SMH
Johan Adolf Pengel International Airport,SR,PBM
Moengo Airstrip,SR,MOJ
Nieuw Nickerie Airport,SR,ICK
Stockholm Airport,PG,SMP
Vincent Fayks Airport,SR,OEM
Stoelmanseiland Airport,SR,SMZ
Wageningen Airstrip,SR,AGI
Zorg en Hoop Airport,SR,ORG
Alto ParnaÃ­ba Airport,BR,APY
Arapiraca Airport,BR,APQ
Cirilo QueirÃ³z Airport,BR,AMJ
Marcelo Pires Halzhausen Airport,BR,AIF
Barra do Corda Airport,BR,BDC
Belmonte Airport,BR,BVM
Boquira Airport,BR,0
Barreiras Airport,BR,BRA
Balsas Airport,BR,BSS
SÃ³crates Mariani Bittencourt Airport,BR,BMS
Barra Airport,BR,BQQ
Campo do Meio Airport,BR,0
Carutapera Airport,BR,CTP
Cururupu Airport,BR,CPU
Campina Verde Airport,BR,0
Colatina Airport,BR,QCH
RedenÃ§Ã£o Airport,BR,RDC
Leopoldina Airport,BR,LEP
Diamantina Airport,BR,DTI
Brigadeiro Cabral Airport,BR,DIQ
SÃ³crates Rezende Airport,BR,CNV
Encanta MoÃ§a Airport,BR,0
Formiga Airport,BR,0
SÃ£o FÃ©lix do Xingu Airport,BR,SXX
Guarapari Airport,BR,GUZ
Guadalupe Airport,BR,GDP
Guanambi Airport,BR,GNM
Garanhuns Airport,BR,QGP
Tertuliano Guedes de Pinho Airport,BR,ITN
IrecÃª Airport,BR,IRE
Iguatu Airport,BR,QIG
Itapetinga Airport,BR,QIT
IpiaÃº Airport,BR,IPU
Jacobina Airport,BR,JCM
JoÃ£o Durval Carneiro Airport,BR,FEC
JequiÃ© Airport,BR,JEQ
JanuÃ¡ria Airport,BR,JNA
Prefeito OctÃ¡vio de Almeida Neves Airport,BR,JDR
Santana do Araguaia Airport,BR,CMP
Cachoeiro do Itapemirim Airport,BR,CDI
Colinas Airport,BR,0
Currais Novos Airport,BR,QCP
SÃ£o LourenÃ§o Airport,BR,SSO
Monte Alegre Airport,BR,MTE
MombaÃ§a Airport,BR,0
Monte Santo de Minas Airport,BR,0
Mucuri Airport,BR,MVS
SÃ£o Mateus Airport,BR,SBJ
Porto de Moz Airport,BR,PTQ
Nanuque Airport,BR,NNU
Morro do ChapÃ©u Airport,BR,0
Oeiras Airport,BR,0
Ouro Fino Airport,BR,0
PropriÃ¡ Airport,BR,0
Municipal JosÃ© Figueiredo Airport,BR,PSW
FeijÃ³ Airport,BR,FEJ
OriximinÃ¡ Airport,BR,ORX
Pastos Bons Airport,BR,0
Picos Airport,BR,PCS
Patos de Minas Airport,BR,POJ
PiatÃ£ Airport,BR,0
PatrocÃ­nio Airport,BR,0
Pompeu Airport,BR,0
ParaguaÃ§u Airport,BR,0
Pirapora Airport,BR,PIV
San QuintÃ­n Military Airstrip,MX,SNQ
Cangapara Airport,BR,FLB
Fazenda SÃ£o Francisco Airport,BR,0
Prado Airport,BR,PDF
Rio ParanaÃ­ba Airport,BR,0
Caruaru Airport,BR,CAU
RiachÃ£o Airport,BR,0
Sacramento Airport,BR,0
SÃ£o JosÃ© Airport,BR,0
Soure Airport,BR,SFK
9 de Maio - Teixeira de Freitas Airport,BR,TXF
Ãbidos Airport,BR,OBI
Monte Carmelo Airport,BR,0
Juscelino Kubitscheck Airport,BR,TFL
Buritirama Airport,BR,0
ValenÃ§a Airport,BR,VAL
Santa Maria da VitÃ³ria Airport,BR,0
Volta Grande Airport,BR,0
MÃ©lio Viana Airport,BR,QID
Breves Airport,BR,BVS
Camocim Airport,BR,CMC
Machado Airport,BR,0
Pinheiro Airport,BR,PHI
AgropecuÃ¡ria Castanhais Airport,BR,ITI
AntÃ´nio Guerreiro Airport,BR,GMS
Pouso Alegre Airport,BR,PPY
ItuberÃ¡ Airport,BR,ITE
Borama Airport,SO,BXX
Gatokae Airport,SB,GTA
SÃ³c TrÄng Airport,VN,SOA
Cayenne-Rochambeau Airport,GF,CAY
Grand-Santi Airport,GF,GSI
South Molle Island Helipad,AU,SOI
Maripasoula Airport,GF,MPY
Saint-Georges-de-l'Oyapock Airport,GF,OYP
Saint-Laurent-du-Maroni Airport,GF,LDX
Regina Airport,GF,REI
SaÃºl Airport,GF,XAU
Al Thaurah Airport,SY,SOR
San Juan Aposento Airport,PE,APE
Alerta Airport,PE,ALD
Alferez FAP Alfredo Vladimir Sara Bauer Airport,PE,AOP
Teniente General Gerardo PÃ©rez Pinedo Airport,PE,AYX
Moyobamba Airport,PE,MBP
Huallaga Airport,PE,BLP
Iberia Airport,PE,IBP
Cap FAP David Abenzur Rengifo International Airport,PE,PCL
Trompeteros Airport,PE,TDP
Teniente FAP Jaime A De Montreuil Morales Airport,PE,CHM
Tingo Maria Airport,PE,TGI
Capitan FAP Jose A Quinones Gonzales International Airport,PE,CIX
Coronel FAP Alfredo Mendivil Duarte Airport,PE,AYP
Andahuaylas Airport,PE,ANS
Comandante FAP German Arias Graziani Airport,PE,ATA
Quince Air Base,PE,UMI
Jorge ChÃ¡vez International Airport,PE,LIM
Uchiza Airport,PE,UCZ
Juan Simons Vela Airport,PE,RIJ
Shumba Airport,PE,JAE
Juanjui Airport,PE,JJI
Francisco Carle Airport,PE,JAU
Inca Manco Capac International Airport,PE,JUL
San Juan de Marcona Airport,PE,SJA
Mayor General FAP Armando Revoredo Iglesias Airport,PE,CJA
San Nicolas Airport,PE,RIM
Ilo Airport,PE,ILQ
Capitan FAP Pedro Canga Rodriguez Airport,PE,TBP
Mayor PNP Nancy Flores Paucar Airport,PE,MZA
Santa Maria Airport,PE,SMG
Moises Benzaquen Rengifo Airport,PE,YMS
Alferez Fap David Figueroa Fernandini Airport,PE,HUU
Saposoa Airport,PE,SQU
Chachapoyas Airport,PE,CHH
Coronel FAP Francisco Secada Vignetta International Airport,PE,IQT
RodrÃ­guez BallÃ³n International Airport,PE,AQP
Capitan FAP Carlos Martinez De Pinillos International Airport,PE,TRU
CapitÃ¡n FAP RenÃ¡n ElÃ­as Olivera International Airport,PE,PIO
Cadete FAP Guillermo Del Castillo Paredes Airport,PE,TPP
Shiringayoc Airport,PE,SYC
Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE,TCQ
Padre Aldamiz International Airport,PE,PEM
CapitÃ¡n FAP Guillermo Concha Iberico International Airport,PE,PIU
Capitan Montes Airport,PE,TYL
Maria Reiche Neuman Airport,PE,NZC
Alejandro Velasco Astete International Airport,PE,CUZ
Shangrao Sanqingshan Airport,CN,SQD
Shaxian Airport,CN,SQJ
China Strait Airstrip,PG,SQT
Cayana Airstrip,SR,AAJ
Tepoe Airstrip,SR,KCB
Hamilton Field,US,SRF
Palo Verde Airport,MX,SRL
Sandringham Airport,AU,SRM
Santa Cruz Sky Park,US,SRU
Stony River 2 Airport,US,SRV
Carlos Ruhl Airport,BR,CZB
Captain JoÃ£o Busse Airport,BR,APU
Aeroclube Airport,BR,0
Aeroclube de Bento GonÃ§alves Airport,BR,BGV
Blumenau Airport,BR,BNU
Bandeirantes Airport,BR,0
ConcÃ³rdia Airport,BR,CCI
CassilÃ¢ndia Airport,BR,CSS
Canela Airport,BR,QCN
CornÃ©lio ProcÃ³pio Airport,BR,CKO
Dourados Airport,BR,DOU
SÃ£o SepÃ© Airport,BR,0
Erechim Airport,BR,ERM
Francisco BeltrÃ£o Airport,BR,FBE
GuaporÃ© Airport,BR,0
GuaÃ­ra Airport,BR,QGA
Walter BÃ¼ndchen Airport,BR,HRZ
IjuÃ­ Airport,BR,IJU
Itaqui Airport,BR,ITQ
Santa Terezinha Airport,BR,JCB
JÃºlio de Castilho Airport,BR,0
Campo MourÃ£o Airport,BR,CBW
Cachoeira do Sul Airport,BR,QDB
Curitibanos Airport,BR,QCR
Cacoal Airport,BR,OAL
Laguna Airport,BR,0
Helmuth Baungarten Airport,BR,LOI
Alegrete Novo Airport,BR,ALQ
Mafra Airport,BR,QMF
Montenegro Airport,BR,QGF
Novo Hamburgo Airport,BR,QHV
NonoaÃ­ Airport,BR,0
Nova Prata Airport,BR,0
SÃ£o Miguel do Oeste Airport,BR,SQX
Arapongas Airport,BR,APX
Juvenal Loureiro Cardoso Airport,BR,PTO
ParanaguÃ¡ Airport,BR,PNG
ParanavaÃ­ Airport,BR,PVI
ParanaÃ­ba Airport,BR,PBB
Tanque Novo Airport,BR,0
Mundo Novo Airport,BR,0
Castro Airport,BR,QAC
SÃ£o LourenÃ§o do Sul Airport,BR,SQY
Siassi Airport,PG,SSS
SÃ£o Borja Airport,BR,JBS
Santa Cruz do Sul Airport,BR,CSU
Soledade Airport,BR,0
SÃ£o Gabriel Airport,BR,0
SÃ£o Joaquim Airport,BR,0
SertanÃ³polis Airport,BR,0
PlÃ­nio Alarcom Airport,BR,TJL
TrÃªs Passos Airport,BR,0
Greenbrier Airport,US,SSU
Umuarama Airport,BR,UMU
Unifly Heliport,BR,ZFU
Usina Mandu Airport,BR,0
Siasi Airport,PH,SSV
Videira Airport,BR,VIA
VeranÃ³polis Airport,BR,0
Santa VitÃ³ria do Palmar Airport,BR,CTQ
Volta Redonda Airport,BR,QVR
Fazenda TrÃªs Barras Airport,BR,0
CaÃ§apava do Sul Airport,BR,0
Sarandi Airport,BR,0
XanxerÃª Airport,BR,AXE
Avelino Vieira Airport,BR,AAG
Santa Rosa Airport,BR,SRA
CentenÃ¡rio do Sul Airport,BR,0
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,BR,PGZ
Artigas International Airport,UY,ATI
Bella Union Airport,UY,BUV
Laguna de Los Patos International Airport,UY,CYR
Santa Bernardina International Airport,UY,DZO
Capitan Corbeta CA Curbelo International Airport,UY,PDP
Cerro Largo International Airport,UY,MLZ
Carrasco International /General C L Berisso Airport,UY,MVD
Tydeo Larre Borges Airport,UY,PDU
Presidente General Don Oscar D. Gestido International Airport,UY,RVY
Nueva Hesperides International Airport,UY,STY
Tacuarembo Airport,UY,TAW
Treinta y Tres Airport,UY,TYT
Vichadero Airport,UY,VCH
Suria Airport,PG,SUZ
Oswaldo Guevara Mujica Airport,VE,AGV
Anaco Airport,VE,AAO
Armando Schwarck Airport,VE,LPJ
General JosÃ© Antonio Anzoategui International Airport,VE,BLA
Barinas Airport,VE,BNS
Barquisimeto International Airport,VE,BRM
Escuela Mariscal Sucre Airport,VE,MYC
"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",VE,CBL
Caicara del Orinoco Airport,VE,CXA
Zaraza Airport,VE,ZRZ
Casigua El Cubo Airport,VE,CUV
Calabozo Airport,VE,CLZ
Canaima Airport,VE,CAJ
Carora Airport,VE,VCR
General Francisco BermÃºdez Airport,VE,CUP
JosÃ© Leonardo Chirinos Airport,VE,CZE
CumanÃ¡ (Antonio JosÃ© de Sucre) Airport,VE,CUM
Puerto Paez Airport,VE,PPZ
El Dorado Airport,VE,EOR
Elorza Airport,VE,EOZ
Guasdalito Airport,VE,GDO
Guiria Airport,VE,GUI
Guanare Airport,VE,GUQ
Higuerote Airport,VE,HGE
IcabarÃº Airport,VE,ICA
AndrÃ©s Miguel Salazar Marcano Airport,VE,ICC
Josefa Camejo International Airport,VE,LSP
Kavanayen Airport,VE,KAV
La Fria Airport,VE,LFR
La Chinita International Airport,VE,MAR
Alberto Carnevalli Airport,VE,MRD
Del Caribe Santiago MariÃ±o International Airport,VE,PMV
SimÃ³n BolÃ­var International Airport,VE,CCS
MaturÃ­n Airport,VE,MUN
Oro Negro Airport,VE,CBS
Cacique Aramare Airport,VE,PYH
General Bartolome Salom International Airport,VE,PBL
Pedernales Airport,VE,PDZ
Perai Tepuy Airport,VE,PPH
Paramillo Airport,VE,SCI
General Manuel Carlos Piar International Airport,VE,PZO
Palmarito Airport,VE,PTM
Los Roques Airport,VE,LRV
Stevens Village Airport,US,SVS
San Antonio Del Tachira Airport,VE,SVZ
Santa BÃ¡rbara de Barinas Airport,VE,SBB
Santa Elena de Uairen Airport,VE,SNV
Mayor Buenaventura Vivas International Airport,VE,STD
Sub Teniente Nestor Arias Airport,VE,SNF
San Fernando De Apure Airport,VE,SFD
San TomÃ© Airport,VE,SOM
Santa BÃ¡rbara del Zulia Airport,VE,STB
Tucupita Airport,VE,TUV
Tumeremo Airport,VE,TMO
Uriman Airport,VE,URM
Arturo Michelena International Airport,VE,VLN
Juan Pablo PÃ©rez Alfonso Airport,VE,VIG
Dr. Antonio NicolÃ¡s BriceÃ±o Airport,VE,VLV
Valle de La Pascua Airport,VE,VDP
Araguaiana Airport,BR,0
Buriti Alegre Airport,BR,0
Barcelos Airport,BR,BAZ
Pontes e Lacerda Airport,BR,LCB
Borba Airport,BR,RBB
Carauari Airport,BR,CAF
Costa Marques Airport,BR,CQS
Ceres Airport,BR,0
Diamantino Airport,BR,DMT
DianÃ³polis Airport,BR,DNO
Siwea Airport,PG,SWE
EirunepÃ© Airport,BR,ERN
Canarana Airport,BR,CQA
SÃ£o FÃ©lix do Araguaia Airport,BR,SXO
Satwag Airport,PG,SWG
Gurupi Airport,BR,GRP
AraguaÃ­na Airport,BR,AUX
HumaitÃ¡ Airport,BR,HUW
Iaciara Airport,BR,0
Ipiranga Airport,BR,IPG
Santa Izabel do Morro Airport,BR,IDO
Ji-ParanÃ¡ Airport,BR,JPR
JuÃ­na Airport,BR,JIA
Juruena Airport,BR,JRN
JataÃ­ Airport,BR,JTI
CÃ¡ceres Airport,BR,CCX
Coari Airport,BR,CIZ
CatalÃ£o Airport,BR,TLZ
CorixÃ¡ Airport,BR,0
LÃ¡brea Airport,BR,LBR
General Leite de Castro Airport,BR,RVD
MauÃ©s Airport,BR,MBZ
Novo AripuanÃ£ Airport,BR,NVP
Nova Vida Airport,BR,AQM
Novo Campo Airport,BR,BCR
NiquelÃ¢ndia Airport,BR,NQL
AnÃ¡polis Airport,BR,APS
Fonte Boa Airport,BR,FBA
Porto dos GaÃºchos Airport,BR,PBV
Parintins Airport,BR,PIN
Pimenta Bueno Airport,BR,PBQ
Fazenda Piraguassu Airport,BR,PBX
Silur Airport,PG,SWR
Arraias Airport,BR,AAI
Maestro Marinho Franco Airport,BR,ROO
AripuanÃ£ Airport,BR,AIR
Presidente JoÃ£o Batista Figueiredo Airport,BR,OPS
Santa Terezinha Airport,BR,STZ
Tapuruquara Airport,BR,IRZ
TangarÃ¡ da Serra Airport,BR,TGQ
Fazenda TucunarÃ© Airport,BR,AZL
Taguatinga Airport,BR,QHN
SÃ£o Miguel do Araguaia Airport,BR,SQM
Vila Bela da SantÃ­ssima Trindade Airport,BR,MTG
Vila Rica Airport,BR,VLP
Regional Orlando Villas Boas Airport,BR,MBK
Xavantina Airport,BR,NOK
Sehulea Airport,PG,SXH
Nunam Iqua Airport,US,SXP
Aishalton Airport,GY,AHL
Annai Airport,GY,NAI
Seal Bay Seaplane Base,US,SYB
Baramita Airport,GY,BMJ
Bartica A Airport,GY,GFO
Cheddi Jagan International Airport,GY,GEO
Silva Bay Seaplane Base,CA,SYF
Eugene F. Correira International Airport,GY,OGL
Imbaimadai Airport,GY,IMB
Kamarang Airport,GY,KAR
Karanambo Airport,GY,KRM
Karasabai Airport,GY,KRG
Kato Airport,GY,KTO
Konawaruk Airport,GY,KKG
Roberts Army Heliport,US,SYL
Lumid Pau Airport,GY,LUB
Lethem Airport,GY,LTM
Mabaruma Airport,GY,USI
Mahdia Airport,GY,MHA
Maikwak Airport,GY,VEG
Monkey Mountain Airport,GY,MYM
Matthews Ridge Airport,GY,MWJ
Stanton Airfield,US,SYN
New Amsterdam Airport,GY,QSX
Orinduik Airport,GY,ORJ
Paramakatoi Airport,GY,PMT
Paruma Airport,GY,PRR
Sand Creek Airport,GY,SDC
Skeldon Airport,GY,SKM
Santa Cruz Island Airport,US,SZN
Santa Paula Airport,US,SZP
Tarapaina Airport,SB,TAA
V.C. Bird International Airport,AG,ANU
Codrington Airport,AG,BBQ
Tabibuga Airport,PG,TBA
Timbunke Airport,PG,TBE
Grantley Adams International Airport,BB,BGI
Tarabo Airport,PG,TBQ
Tabal Airstrip,MH,TBV
Tinboli Airport,PG,TCK
Takotna Airport,US,TCT
Tetebedi Airport,PG,TDB
Canefield Airport,DM,DCF
Douglas-Charles Airport,DM,DOM
Sasereme Airport,PG,TDS
Terapo Airport,PG,TEO
Tifalmin Airport,PG,TFB
La DÃ©sirade Airport,GP,DSD
Baillif Airport,GP,BBR
St-FranÃ§ois Airport,GP,SFC
Martinique AimÃ© CÃ©saire International Airport,MQ,FDF
L'EspÃ©rance Airport,MF,SFG
Gustaf III Airport,BL,SBH
Les Bases Airport,GP,GBJ
Pointe-Ã -Pitre Le Raizet,GP,PTP
Terre-de-Haut Airport,GP,LSS
Tarfaya Airport,MA,TFY
Tagula Airport,PG,TGL
Point Salines International Airport,GD,GND
Lauriston Airport,GD,CRU
Trincomalee Harbor Waterdrome,LK,THW
Tingwon Airport,PG,TIG
Cyril E. King Airport,VI,STT
Henry E Rohlsen Airport,VI,STX
Antonio Nery Juarbe Pol Airport,PR,ARE
Rafael Hernandez Airport,PR,BQN
Ticantiki Airport,PA,TJC
Vieques Airport,PR,VQS
Benjamin Rivera Noriega Airport,PR,CPX
Diego Jimenez Torres Airport,PR,FAJ
Fernando Luis Ribas Dominicci Airport,PR,SIG
Eugenio Maria De Hostos Airport,PR,MAZ
Mercedita Airport,PR,PSE
JosÃ© Aponte de la Torre Airport,PR,NRR
Luis Munoz Marin International Airport,PR,SJU
Antonio Rivera Rodriguez Airport,PR,VQS
Tenakee Seaplane Base,US,TKE
Taku Lodge Seaplane Base,US,TKL
Robert L. Bradshaw International Airport,KN,SKB
Vance W. Amory International Airport,KN,NEV
Tumolbil Airport,PG,TLP
George F. L. Charles Airport,LC,SLU
Hewanorra International Airport,LC,UVF
Tuluksak Airport,US,TLT
Enfidha - Hammamet International Airport,TN,NBE
Queen Beatrix International Airport,AW,AUA
Flamingo International Airport,BQ,BON
Hato International Airport,CW,CUR
F. D. Roosevelt Airport,BQ,EUX
Princess Juliana International Airport,SX,SXM
Juancho E. Yrausquin Airport,BQ,SAB
Jumandy Airport,EC,TNW
Torokina Airport,PG,TOK
Tortola West End Seaplane Base,VG,TOV
Port Alsworth Airport,US,PTA
Tapeta Airport,LR,TPT
Clayton J Lloyd International Airport,AI,AXA
BingÃ¶l Ãeltiksuyu Airport,TR,BGG
Ordu Giresun Airport,TR,OGU
IÄdÄ±r Airport,TR,IGD
John A. Osborne Airport,MS,MNI
Tanacross Airport,US,TSG
Tsile Tsile Airport,PG,TSI
Taskul Airport,PG,TSK
Tobago-Crown Point Airport,TT,TAB
Piarco International Airport,TT,POS
Tissa Tank Waterdrome,LK,TTW
Tupile Airport,PA,TUE
Tum Airport,ET,TUJ
Captain Auguste George Airport,VG,NGD
Terrance B. Lettsome International Airport,VG,EIS
Virgin Gorda Airport,VG,VIJ
Tauta Airport,PG,TUT
Tucuma Airport,BR,BR-
Argyle International Airport,VC,SVD
J F Mitchell Airport,VC,BQU
Canouan Airport,VC,CIW
Mustique Airport,VC,MQS
Union Island International Airport,VC,UNI
E. T. Joshua Airport,VC,SVD
Dongsha Island Airport,TW,DSX
Chi Mei Airport,TW,CMJ
Two Harbors Amphibious Terminal,US,TWH
L.F. Wade International International Airport,BM,BDA
Tyonek Airport,US,TYE
Mchauru Airport,TZ,GIT
Lushoto Airport,TZ,LUY
Tsimiroro Airport,MG,TZO
Dubois Municipal Airport,US,DBS
Myrhorod Air Base,UA,MXR
Kakhnovka Airfield,UA,KHU
Almaty Airport,KZ,ALA
Balkhash Airport,KZ,BXH
Boralday Airport,KZ,BXJ
Astana International Airport,KZ,TSE
Kokshetau Airport,KZ,KOV
Petropavlosk South Airport,KZ,PPK
Taraz Airport,KZ,DMB
Mount Aue Airport,PG,UAE
Issyk-Kul International Airport,KG,IKU
Manas International Airport,KG,FRU
Osh Airport,KG,OSS
Shymkent Airport,KZ,CIT
Zhezkazgan Airport,KZ,DZN
Sary-Arka Airport,KZ,KGF
Kzyl-Orda Southwest Airport,KZ,KZO
Uralsk Airport,KZ,URA
Ekibastuz Airport,KZ,EKB
Zaysan Airport,KZ,SZI
Ust-Kamennogorsk Airport,KZ,UKK
Pavlodar Airport,KZ,PWQ
Semipalatinsk Airport,KZ,PLX
Aktau Airport,KZ,SCO
Atyrau Airport,KZ,GUW
Aktobe Airport,KZ,AKX
Arkalyk North Airport,KZ,AYK
Kostanay West Airport,KZ,KSN
Heydar Aliyev International Airport,AZ,GYD
Ganja International Airport,AZ,KVD
Lankaran International Airport,AZ,LLK
Nakhchivan Airport,AZ,NAJ
Gabala International Airport,AZ,GBB
Zaqatala International Airport,AZ,ZTU
Yevlakh Airport,AZ,YLV
Buin Airport,PG,UBI
Gyumri Shirak Airport,AM,LWN
Zvartnots International Airport,AM,EVN
Batagay Airport,RU,BQJ
Sakkyryr Airport,RU,SUK
Ust-Kuyga Airport,RU,UKG
Talakan Airport,RU,TLK
Aldan Airport,RU,ADH
Yakutsk Airport,RU,YKS
Chulman Airport,RU,NER
Moma Airport,RU,MQJ
Magan Airport,RU,GYG
Olyokminsk Airport,RU,OLZ
Ust-Nera Airport,RU,USR
Ust-Maya Airport,RU,UMS
Verkhnevilyuisk Airport,RU,VHV
Nyurba Airport,RU,NYR
Suntar Airport,RU,SUY
Vilyuisk Airport,RU,VYI
Lensk Airport,RU,ULK
Olenyok Airport,RU,ONK
Polyarny Airport,RU,PYJ
Mirny Airport,RU,MJZ
Saskylakh Airport,RU,SYS
Belaya Gora Airport,RU,BGN
Srednekolymsk Airport,RU,SEK
Chokurdakh Airport,RU,CKH
Cherskiy Airport,RU,CYX
Tiksi Airport,RU,IKS
Zyryanka Airport,RU,ZKP
Savannah Airstrip,UG,KHX
Moyo Airport,UG,OYG
Ugashik Bay Airport,US,UGB
Kopitnari Airport,GE,KUT
Batumi International Airport,GE,BUS
Sukhumi Dranda Airport,GE,SUI
Tbilisi International Airport,GE,TBS
Ignatyevo Airport,RU,BQS
Magdagachi Airport,RU,GDG
Tynda Airport,RU,TYD
Khabarovsk-Novy Airport,RU,KHV
Komsomolsk-on-Amur Airport,RU,KXK
Maygatka Airport.,RU,GVN
Ugolny Airport,RU,DYR
Provideniya Bay Airport,RU,PVS
Keperveem Airport,RU,KPW
Sokol Airport,RU,GDX
Markovo Airport,RU,KVM
Pevek Airport,RU,PWE
Bogorodskoye Airport,RU,BQG
Nikolayevsk-na-Amure Airport,RU,NLI
Okhotsk Airport,RU,OHO
Yelizovo Airport,RU,PKC
Burevestnik Airport,RU,BVV
Okha Airport,RU,OHH
Iturup Airport,RU,ITU
Shakhtyorsk Airport,RU,EKS
Mendeleyevo Airport,RU,DEE
Zonalnoye Airport,RU,ZZO
Yuzhno-Sakhalinsk Airport,RU,UUS
Amgu Airport,RU,AEM
Svetlaya Airport,RU,ETL
Yedinka Airport,RU,EDN
Kavalerovo Airport,RU,KVR
Plastun Airport,RU,TLY
Terney Airport,RU,NEI
Vladivostok International Airport,RU,VVO
Chita-Kadala Airport,RU,HTA
Bratsk Airport,RU,BTK
Ust-Ilimsk Airport,RU,UIK
